condition_identifier,mae_mean,mae_sample_std,mape_percent_mean,mape_percent_sample_std,model_identifier,rmse_mean,rmse_sample_std,scope_identifier,seed_count,wmape_percent_mean,wmape_percent_sample_std
temporal_tail_25pct_sensors_3steps,1.553793036558767,0.019791604431842823,3.5499621789202047,0.08730898695716206,MS-TCN-v2,3.3909191329839397,0.06189658542631734,horizon_3,5,2.4873803178854343,0.031683271944743296
temporal_tail_25pct_sensors_3steps,1.793885491673085,0.009884188953339335,4.1592238630745815,0.05130755894051631,MS-TCN-v2,4.02740798826691,0.025008587792642686,horizon_6,5,2.871665568106792,0.015822685014021322
temporal_tail_25pct_sensors_3steps,1.8046794607971541,0.01007201581515008,4.2000294985676145,0.052815840573731544,MS-TCN-v2,4.096233324123533,0.020707880733625915,overall,5,2.8889527259817394,0.016123404835812906
temporal_tail_50pct_sensors_6steps,2.2525517540442004,0.0162058400890377,5.42155316786071,0.03407338232139127,MS-TCN-v2,5.056013276123228,0.043604612841516975,horizon_12,5,3.6058237951536034,0.02594186957462442
temporal_tail_50pct_sensors_6steps,1.7492274446488878,0.016307810308243326,4.1665919119989425,0.05835447143845719,MS-TCN-v2,3.9080819454893687,0.04230280457624805,horizon_3,5,2.800240324773854,0.026106260894547074
temporal_tail_50pct_sensors_6steps,1.923614105886016,0.009585351935002302,4.5994752139904715,0.03098325451060709,MS-TCN-v2,4.311112754482221,0.02356816488655179,horizon_6,5,3.079336122533336,0.015344304437324836
temporal_tail_50pct_sensors_6steps,1.9429433454308083,0.01080403816791149,4.654453738327636,0.033769177840511144,MS-TCN-v2,4.383479018889747,0.023176987429415524,overall,5,3.110287226148756,0.01729523507903821
temporal_tail_75pct_sensors_12steps,2.7155738341050117,0.03398097328476678,6.512909002401398,0.09356182061050677,MS-TCN-v2,5.677244878092582,0.07188786341751886,horizon_12,5,4.347016991255428,0.05439582102062863
temporal_tail_75pct_sensors_12steps,2.467899277023469,0.011827076025332907,6.1000561183723905,0.11046930638712138,MS-TCN-v2,5.230430184965132,0.045534341222822704,horizon_3,5,3.9507218424580044,0.018933304134701144
temporal_tail_75pct_sensors_12steps,2.5175233852537784,0.014932594484718113,6.148203292510308,0.10179422456250702,MS-TCN-v2,5.288630124448096,0.04470438929349706,horizon_6,5,4.030070623735451,0.023904211067715973
temporal_tail_75pct_sensors_12steps,2.5485525933697217,0.017339178479930866,6.221976892570353,0.09706704734450991,MS-TCN-v2,5.369869946464386,0.041935698048036,overall,5,4.079753840979103,0.027756766796555633
