absolute_mae_degradation,clean_mae,condition_identifier,model_identifier,model_seed,relative_mae_degradation_percent,scenario_mae,scope_identifier
0.014658345082941837,1.3574238669646237,iid_random_10pct,FAR-GF-RC,71,1.0798649883562017,1.3720822120475655,horizon_3
0.05429666866789229,1.3574238669646237,iid_random_30pct,FAR-GF-RC,71,3.9999789298906836,1.411720535632516,horizon_3
0.12337039750211254,1.3574238669646237,iid_random_50pct,FAR-GF-RC,71,9.088568464468272,1.4807942644667362,horizon_3
0.06460822094028185,1.3574238669646237,temporal_tail_25pct_sensors_3steps,FAR-GF-RC,71,4.759620227155297,1.4220320879049055,horizon_3
0.20985622546954308,1.3574238669646237,temporal_tail_50pct_sensors_6steps,FAR-GF-RC,71,15.459889175133547,1.5672800924341668,horizon_3
0.805424096446717,1.3574238669646237,temporal_tail_75pct_sensors_12steps,FAR-GF-RC,71,59.334752839417064,2.1628479634113407,horizon_3
0.024318345297717148,1.3574238669646237,spatial_geographic_knn4_cluster_8_full_history,FAR-GF-RC,71,1.7915071253385377,1.3817422122623408,horizon_3
0.053443323304442014,1.3574238669646237,spatial_geographic_knn4_cluster_16_full_history,FAR-GF-RC,71,3.9371138673101598,1.4108671902690657,horizon_3
0.10161744762497493,1.3574238669646237,spatial_geographic_knn4_cluster_32_full_history,FAR-GF-RC,71,7.486051343137554,1.4590413145895986,horizon_3
0.009088806898405632,1.683892656033511,iid_random_10pct,FAR-GF-RC,71,0.5397497795266087,1.6929814629319166,horizon_6
0.03702467986236058,1.683892656033511,iid_random_30pct,FAR-GF-RC,71,2.1987553499742654,1.7209173358958716,horizon_6
0.08735732136985219,1.683892656033511,iid_random_50pct,FAR-GF-RC,71,5.187820082048847,1.7712499774033632,horizon_6
0.03714036353846217,1.683892656033511,temporal_tail_25pct_sensors_3steps,FAR-GF-RC,71,2.205625364858355,1.7210330195719732,horizon_6
0.13046701857308807,1.683892656033511,temporal_tail_50pct_sensors_6steps,FAR-GF-RC,71,7.747941539243322,1.814359674606599,horizon_6
0.61798974945049,1.683892656033511,temporal_tail_75pct_sensors_12steps,FAR-GF-RC,71,36.70006797857259,2.301882405484001,horizon_6
0.01772035585830145,1.683892656033511,spatial_geographic_knn4_cluster_8_full_history,FAR-GF-RC,71,1.052344743877118,1.7016130118918125,horizon_6
0.0402046616223557,1.683892656033511,spatial_geographic_knn4_cluster_16_full_history,FAR-GF-RC,71,2.3876024091143484,1.7240973176558667,horizon_6
0.07469594499771715,1.683892656033511,spatial_geographic_knn4_cluster_32_full_history,FAR-GF-RC,71,4.435908947644382,1.7585886010312282,horizon_6
0.007764517643069624,1.994824580178776,iid_random_10pct,FAR-GF-RC,71,0.3892331045155744,2.0025890978218457,horizon_12
0.03413591238192959,1.994824580178776,iid_random_30pct,FAR-GF-RC,71,1.7112237698048782,2.0289604925607057,horizon_12
0.08444311743221933,1.994824580178776,iid_random_50pct,FAR-GF-RC,71,4.233109932135062,2.0792676976109954,horizon_12
0.028121804226010738,1.994824580178776,temporal_tail_25pct_sensors_3steps,FAR-GF-RC,71,1.4097382048245297,2.022946384404787,horizon_12
0.09913647259916036,1.994824580178776,temporal_tail_50pct_sensors_6steps,FAR-GF-RC,71,4.969683729798224,2.0939610527779364,horizon_12
0.4884698490890531,1.994824580178776,temporal_tail_75pct_sensors_12steps,FAR-GF-RC,71,24.486857337865594,2.483294429267829,horizon_12
0.0134083347493128,1.994824580178776,spatial_geographic_knn4_cluster_8_full_history,FAR-GF-RC,71,0.6721560824216005,2.008232914928089,horizon_12
0.029607382186698228,1.994824580178776,spatial_geographic_knn4_cluster_16_full_history,FAR-GF-RC,71,1.484209813779456,2.0244319623654743,horizon_12
